# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_racemosa_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_racemosa_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_racemosa_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam
CRAC_006829-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	652775;653674;653817;653953	653631;653771;653909;654128	-;-;-;-	1224	0
CRAC_006829-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	653313;653573;653674;653817;653953	653528;653631;653771;653909;654128	-;-;-;-;-	642	0
CRAC_006828-T1	scaffold_14;scaffold_14;scaffold_14	652801;653027;653108	652983;653065;653293	+;+;+	408	0
CRAC_006830-T1	scaffold_14;scaffold_14	654390;654731	654683;657153	+;+	2717	4
CRAC_006831-T1	scaffold_14	657486	659207	+	1722	0
CRAC_006832-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	659632;659998;660163;660285;660361;660485	659951;660117;660241;660321;660434;660505	-;-;-;-;-;-	651	0
CRAC_006833-T1	scaffold_14	660602	663246	+	2645	0
CRAC_006834-T1	scaffold_14;scaffold_14	663285;663480	663438;664792	+;+	1467	34
CRAC_006835-T1	scaffold_14	664142	665144	-	1003	0
CRAC_006836-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	665431;665608;665841;666358;666536	665567;665797;666307;666489;666860	+;+;+;+;+	1251	0
CRAC_006837-T1	scaffold_14;scaffold_14	667087;667956	667916;668286	+;+	1161	0
CRAC_006838-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	668940;669392;669671;669818;669983	669345;669624;669766;669933;670292	+;+;+;+;+	1161	1
CRAC_006839-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	671029;671226;671405;671563	671178;671358;671514;671740	+;+;+;+	571	0
CRAC_006840-T1	scaffold_14;scaffold_14;scaffold_14	672053;672338;672592	672286;672548;672785	-;-;-	639	54
CRAC_006841-T1	scaffold_14	672886	674598	+	1713	0
CRAC_006842-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	674738;674914;675293;675779	674873;675252;675725;676083	+;+;+;+	1213	0
CRAC_006843-T1	scaffold_14;scaffold_14;scaffold_14	676706;676890;677366	676836;677306;677384	-;-;-	567	2
CRAC_006844-T1	scaffold_14;scaffold_14;scaffold_14	678002;678268;678606	678221;678553;679195	+;+;+	1096	0
CRAC_006845-T1	scaffold_14;scaffold_14	680420;680727	680677;681413	+;+	945	0
CRAC_006846-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	682155;682368;682467;682592;682699;683034;683417;683590;683825;684089;684382;684572;684917;685065	682313;682418;682535;682651;682993;683369;683534;683767;684041;684340;684519;684810;685011;685221	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2364	0
CRAC_006847-T1	scaffold_14;scaffold_14	685945;686536	686476;689039	-;-	3036	0
CRAC_006693-T1	scaffold_14	689265	689338	-	74	0
CRAC_006694-T1	scaffold_14	689704	689776	+	73	0
CRAC_006850-T1	scaffold_14	689926	690812	+	887	0
CRAC_006851-T1	scaffold_14;scaffold_14;scaffold_14	690840;691721;691891	691674;691840;693123	+;+;+	2188	0
CRAC_006852-T1	scaffold_14;scaffold_14	696836;697642	697509;697921	-;-	954	0
CRAC_006853-T1	scaffold_14;scaffold_14;scaffold_14	698210;698616;698694	698559;698646;698847	-;-;-	535	0
CRAC_006853-T2	scaffold_14;scaffold_14	698210;698616	698559;698847	-;-	582	0
CRAC_006854-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	699133;700348;701524;701602	700300;701470;701554;701944	-;-;-;-	2665	0
CRAC_006855-T1	scaffold_14;scaffold_14;scaffold_14	704251;704539;704617	704483;704569;704634	-;-;-	282	0
CRAC_006856-T1	scaffold_14;scaffold_14;scaffold_14	704978;705186;705413	705131;705365;705612	+;+;+	534	0
CRAC_006857-T1	scaffold_14;scaffold_14;scaffold_14	706134;706347;706575	706287;706526;706774	+;+;+	534	0
CRAC_006858-T1	scaffold_14;scaffold_14;scaffold_14	708283;708486;708723	708436;708665;708919	+;+;+	531	0
CRAC_006859-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	709459;709619;709841;710074;710167;710502;710706;710854	709568;709793;710032;710121;710451;710660;710814;711098	+;+;+;+;+;+;+;+	1323	0
CRAC_006860-T1	scaffold_14;scaffold_14	714630;714720	714663;714934	+;+	249	0
CRAC_006861-T1	scaffold_14;scaffold_14;scaffold_14	716097;716298;716385	716250;716328;718025	+;+;+	1826	0
CRAC_006862-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	721987;722561;723889;724461;724803	722506;723846;724104;724760;725452	+;+;+;+;+	2972	0
CRAC_006862-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	721987;722561;723889;724461;724831;724954	722506;723846;724104;724760;724904;725452	+;+;+;+;+;+	2895	0
CRAC_006862-T3	scaffold_14;scaffold_14;scaffold_14	721987;722561;723889	722506;723846;724393	+;+;+	2311	0
CRAC_006863-T1	scaffold_14;scaffold_14;scaffold_14	725388;725842;726147	725796;726098;726985	+;+;+	1505	0
CRAC_006864-T1	scaffold_14;scaffold_14	726309;726848	726792;727003	-;-	640	0
CRAC_006865-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	726986;727556;727719;728050;728885;729048;729205;729387;729554;729870;730427	727506;727674;728007;728844;729006;729161;729345;729509;729797;730160;734192	-;-;-;-;-;-;-;-;-;-;-	6525	0
CRAC_006866-T1	scaffold_14	731034	734200	+	3167	0
CRAC_006867-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	734196;734791;734937;735082;735273;735348	734748;734889;735038;735231;735304;735405	-;-;-;-;-;-	994	0
CRAC_006868-T1	scaffold_14	735752	736645	-	894	0
CRAC_006869-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	736646;737378;737495;737643;737841	737328;737452;737594;737798;738242	-;-;-;-;-	1416	0
CRAC_006870-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	738267;738575;739049;739335;739483;739824	738525;739006;739292;739438;739782;739869	+;+;+;+;+;+	1385	0
CRAC_006871-T1	scaffold_14;scaffold_14;scaffold_14	739735;739824;740134	739782;740092;740332	+;+;+	516	0
CRAC_006872-T1	scaffold_14;scaffold_14	740365;740886	740847;742402	+;+	2000	0
CRAC_006873-T1	scaffold_14;scaffold_14	741749;741776	741764;742395	-;-	636	0
CRAC_006874-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	742400;742607;743131;743325	742564;743091;743282;743512	-;-;-;-	990	0
CRAC_006874-T2	scaffold_14;scaffold_14;scaffold_14	742400;743131;743325	743091;743282;743512	-;-;-	1032	0
CRAC_006875-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	743684;743899;744641;744923	743852;744592;744875;745578	+;+;+;+	1754	0
CRAC_006876-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	745705;746057;746346;746616;746791	746011;746284;746576;746744;747019	-;-;-;-;-	1124	0
CRAC_006877-T1	scaffold_14	747011	748801	-	1791	0
CRAC_006878-T1	scaffold_14;scaffold_14	748831;748999	748955;749392	+;+	519	0
CRAC_006879-T1	scaffold_14;scaffold_14;scaffold_14	749532;750217;750392	750170;750342;750577	-;-;-	951	0
CRAC_006880-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	750730;750827;750929;751035;751243;751507;751861	750783;750878;750990;751203;751438;751815;752042	+;+;+;+;+;+;+	1024	0
CRAC_006881-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	752447;752642;752794;753015	752582;752746;752967;753452	+;+;+;+	853	0
CRAC_006882-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	753801;754173;754535;754756	754025;754488;754708;755109	+;+;+;+	1069	0
CRAC_006882-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14	753801;754173;754535;754756	754020;754488;754708;755109	+;+;+;+	1064	0
CRAC_006883-T1	scaffold_14;scaffold_14;scaffold_14	755392;755648;755886	755585;755836;756138	-;-;-	636	0
CRAC_006884-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	756519;756720;756847;757017;757127;757230	756668;756800;756965;757078;757182;757449	+;+;+;+;+;+	688	0
CRAC_006886-T1	scaffold_14	757657	761065	-	3409	0
CRAC_006730-T1	scaffold_14	761124	761197	-	74	0
CRAC_006731-T1	scaffold_14	761461	761533	+	73	0
CRAC_006889-T1	scaffold_14;scaffold_14	761535;762132	762019;762507	+;+	861	0
CRAC_006733-T1	scaffold_14	762536	762608	-	73	0
CRAC_006891-T1	scaffold_14;scaffold_14	762638;762929	762869;764772	+;+	2076	0
CRAC_006892-T1	scaffold_14	763764	764776	-	1013	0
CRAC_006893-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	764969;766879;767289;767473;768764;768939;769245;769456	766752;767241;767428;768720;768889;769185;769415;770218	+;+;+;+;+;+;+;+	4842	0
CRAC_006893-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	764969;766879;767289;767473;768764;768939;769245;769456;769743;769858	766752;767241;767428;768720;768889;769185;769415;769695;769811;770023	+;+;+;+;+;+;+;+;+;+	4554	0
CRAC_006894-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	770068;770208;770427;770604;770762;770949;771110	770164;770379;770559;770709;770901;771060;771156	-;-;-;-;-;-;-	807	0
CRAC_006895-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	771356;771614;771848;772080;772689;772889;773100;773212;773346;773500;773624	771565;771803;772029;772638;772844;773048;773161;773294;773443;773574;773800	-;-;-;-;-;-;-;-;-;-;-	1952	1
CRAC_006896-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	773868;774275;774571;780595	774227;774528;780546;780672	-;-;-;-	6668	0
CRAC_006897-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	780798;781205;781403;781516;781670;781772;781880;782084;782248	781149;781348;781474;781620;781723;781831;782032;782198;782492	+;+;+;+;+;+;+;+;+	1300	0
CRAC_006898-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	782604;782924;783269;783619	782847;783212;783574;784527	+;+;+;+	1748	0
CRAC_006899-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	784574;784766;784944;785108;785382;785531	784715;784896;785058;785337;785476;786247	+;+;+;+;+;+	1430	296
CRAC_006900-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	786357;786598;786934;787175;787600;787890	786539;786881;787077;787417;787842;788103	+;+;+;+;+;+	1311	0
CRAC_006901-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	791515;791860;792172;792379	791805;792123;792332;792844	-;-;-;-	1182	157
CRAC_006902-T1	scaffold_14;scaffold_14;scaffold_14	793507;793716;793979	793671;793931;794034	-;-;-	437	0
CRAC_012063-T1	scaffold_140	1672	3708	+	2037	0
CRAC_012064-T1	scaffold_140;scaffold_140	3859;3984	3886;6205	+;+	2250	0
CRAC_012065-T1	scaffold_140	10513	13937	+	3425	0
CRAC_012066-T1	scaffold_140	14109	14575	+	467	0
CRAC_012067-T1	scaffold_141;scaffold_141	4875;6419	6369;6963	+;+	2040	0
CRAC_012068-T1	scaffold_141;scaffold_141	12018;13562	13512;14106	+;+	2040	0
CRAC_012069-T1	scaffold_142;scaffold_142	1505;1952	1850;2527	+;+	922	6
CRAC_012070-T1	scaffold_142;scaffold_142	2758;3592	3537;4289	+;+	1478	4
CRAC_012071-T1	scaffold_142;scaffold_142;scaffold_142	4934;5067;5239	5017;5180;5409	-;-;-	369	0
CRAC_012072-T1	scaffold_142;scaffold_142	5586;5699	5646;6090	+;+	453	4
CRAC_012073-T1	scaffold_142;scaffold_142	7289;7403	7349;7821	+;+	480	0
CRAC_012074-T1	scaffold_142;scaffold_142;scaffold_142	8808;8982;9126	8937;9072;9562	+;+;+	658	0
CRAC_012075-T1	scaffold_142;scaffold_142	10725;10838	10788;11762	+;+	989	0
CRAC_012076-T1	scaffold_142;scaffold_142	11852;12351	12302;13086	+;+	1187	0
CRAC_012077-T1	scaffold_142;scaffold_142	13529;13748	13699;14333	-;-	757	0
CRAC_012078-T1	scaffold_143;scaffold_143	530;1122	1100;1342	+;+	792	0
CRAC_012079-T1	scaffold_143	1876	2145	+	270	1
CRAC_012080-T1	scaffold_143	2302	2763	-	462	0
CRAC_012081-T1	scaffold_143	3307	3975	-	669	0
CRAC_012082-T1	scaffold_143;scaffold_143	5841;6273	6102;6892	+;+	882	0
CRAC_012083-T1	scaffold_143	7862	8449	+	588	0
CRAC_012084-T1	scaffold_143	11032	12003	+	972	0
CRAC_012085-T1	scaffold_143;scaffold_143	12308;12436	12389;12923	+;+	570	0
CRAC_012086-T1	scaffold_143	13557	14318	+	762	0
CRAC_012087-T1	scaffold_144;scaffold_144;scaffold_144	1674;4694;4949	4471;4907;6409	-;-;-	4473	0
CRAC_012088-T1	scaffold_144	7256	7741	+	486	0
CRAC_012089-T1	scaffold_144;scaffold_144;scaffold_144	7990;11388;11649	11343;11601;12836	-;-;-	4756	0
CRAC_012090-T1	scaffold_145;scaffold_145;scaffold_145;scaffold_145;scaffold_145;scaffold_145	1943;4739;5358;5677;6666;6830	4694;5310;5635;6621;6776;7376	+;+;+;+;+;+	5205	0
CRAC_012091-T1	scaffold_145;scaffold_145;scaffold_145	8464;8518;8949	8473;8921;9335	+;+;+	801	0
CRAC_012092-T1	scaffold_145;scaffold_145;scaffold_145;scaffold_145;scaffold_145;scaffold_145	9426;11294;11912;12241;13232;13386	11247;11868;12195;13182;13336;13979	+;+;+;+;+;+	4322	0
CRAC_012093-T1	scaffold_146;scaffold_146;scaffold_146;scaffold_146;scaffold_146;scaffold_146	1;215;344;488;1310;2523	133;277;421;1268;2480;2669	-;-;-;-;-;-	2373	0
CRAC_012094-T1	scaffold_146	2962	3837	+	876	0
CRAC_012095-T1	scaffold_146	3898	4566	+	669	0
CRAC_012096-T1	scaffold_146;scaffold_146;scaffold_146;scaffold_146	4622;5300;5371;6353	5245;5333;6172;7677	+;+;+;+	2785	0
CRAC_012097-T1	scaffold_146;scaffold_146	9791;9889	9847;10188	-;-	357	0
CRAC_012098-T1	scaffold_146;scaffold_146	11842;12175	12138;12498	-;-	621	0
CRAC_012099-T1	scaffold_147	755	1966	+	1212	0
CRAC_012100-T1	scaffold_147;scaffold_147	2020;2183	2137;2766	-;-	702	0
CRAC_012101-T1	scaffold_147;scaffold_147	2984;3298	3256;5372	+;+	2348	0
CRAC_012102-T1	scaffold_147;scaffold_147	3578;4990	4949;5438	-;-	1821	0
CRAC_012103-T1	scaffold_147;scaffold_147;scaffold_147	5815;6065;6351	6020;6307;6513	-;-;-	612	0
CRAC_012104-T1	scaffold_147;scaffold_147	7821;7939	7908;8210	+;+	360	0
CRAC_012105-T1	scaffold_147;scaffold_147;scaffold_147;scaffold_147;scaffold_147;scaffold_147	8607;8951;9298;9523;9868;10036	8909;9254;9473;9804;9993;10161	-;-;-;-;-;-	1317	0
CRAC_012106-T1	scaffold_147;scaffold_147;scaffold_147	10616;11182;11276	11152;11229;11410	-;-;-	720	0
CRAC_012107-T1	scaffold_147;scaffold_147;scaffold_147	11995;12386;12616	12341;12570;12758	-;-;-	675	0
CRAC_012108-T1	scaffold_147;scaffold_147	13116;13768	13724;13899	-;-	741	0
CRAC_012109-T1	scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148	839;940;1194;1370;1786	894;1144;1329;1736;2029	-;-;-;-;-	1008	0
CRAC_012110-T1	scaffold_148;scaffold_148;scaffold_148	2056;2187;2396	2141;2346;2563	-;-;-	414	0
CRAC_012111-T1	scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148	3534;3765;3881;4048;4251;4661;4952;5070;5505	3694;3836;3998;4207;4616;4911;5027;5459;5595	+;+;+;+;+;+;+;+;+	1685	0
CRAC_012112-T1	scaffold_148;scaffold_148;scaffold_148;scaffold_148	7061;7200;7492;7855	7146;7451;7809;8366	+;+;+;+	1168	0
CRAC_012113-T1	scaffold_148;scaffold_148;scaffold_148;scaffold_148	8492;8803;9032;9241	8753;8978;9192;9425	+;+;+;+	784	0
CRAC_012113-T2	scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148	8492;8663;8803;9032;9241	8606;8753;8978;9192;9425	+;+;+;+;+	728	0
CRAC_012115-T1	scaffold_148;scaffold_148;scaffold_148;scaffold_148;scaffold_148	9500;10628;11139;11388;11546	10578;11098;11343;11498;11709	-;-;-;-;-	2030	0
CRAC_012115-T2	scaffold_148;scaffold_148;scaffold_148;scaffold_148	9500;11139;11388;11546	11098;11343;11498;11709	-;-;-;-	2079	0
CRAC_012114-T1	scaffold_148	9597	10481	+	885	0
CRAC_011806-T1	scaffold_148	11773	11846	-	74	0
CRAC_012117-T1	scaffold_148;scaffold_148;scaffold_148;scaffold_148	11853;13029;13518;13656	12980;13475;13608;13897	-;-;-;-	1908	0
CRAC_012118-T1	scaffold_149	2273	2767	+	495	0
CRAC_012119-T1	scaffold_149	3693	4178	-	486	0
CRAC_012120-T1	scaffold_149;scaffold_149	4757;4919	4863;5694	+;+	883	0
CRAC_012121-T1	scaffold_149;scaffold_149;scaffold_149	6062;6257;9091	6206;9049;10431	+;+;+	4279	0
CRAC_012122-T1	scaffold_149	7914	9244	-	1331	0
CRAC_012123-T1	scaffold_149	9531	10013	-	483	0
CRAC_012124-T1	scaffold_149	10645	11704	-	1060	0
CRAC_012125-T1	scaffold_149;scaffold_149	12032;12192	12145;12407	+;+	330	0
CRAC_012126-T1	scaffold_149	12793	13176	-	384	0
CRAC_006903-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	1524;2160;3301;3910;4270;4521;5394;5532;5662	2117;3256;3867;4226;4480;5351;5488;5622;7545	+;+;+;+;+;+;+;+;+	5687	0
CRAC_006903-T2	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	1524;1877;2160;3301;3910;4270;4521;5394;5532;5662	1681;2117;3256;3867;4226;4480;5351;5488;5622;7545	+;+;+;+;+;+;+;+;+;+	5492	0
CRAC_006905-T1	scaffold_15;scaffold_15	11342;11657	11570;11865	-;-	438	0
CRAC_006906-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	11975;12063;12273;12699;13437;15248	12010;12232;12655;13374;15131;16088	+;+;+;+;+;+	3801	6
CRAC_006907-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	16362;16573;16772;16899;17083;17191;17340	16523;16728;16857;17032;17144;17290;17440	+;+;+;+;+;+;+	801	0
CRAC_006908-T1	scaffold_15;scaffold_15	17341;20558	20498;20817	-;-	3418	1539
CRAC_006909-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	21072;21233;21357;21478;21591;21716;21808	21189;21309;21429;21542;21674;21756;21827	-;-;-;-;-;-;-	478	0
CRAC_006910-T1	scaffold_15;scaffold_15	21808;22271	22226;23962	+;+	2111	0
CRAC_006910-T2	scaffold_15;scaffold_15;scaffold_15	21808;22087;22271	22028;22226;23962	+;+;+	2053	0
CRAC_006911-T1	scaffold_15	22539	23942	-	1404	0
CRAC_006912-T1	scaffold_15;scaffold_15;scaffold_15	24173;24780;25049	24656;25005;25307	+;+;+	969	0
CRAC_006913-T1	scaffold_15;scaffold_15;scaffold_15	25501;25702;25893	25653;25850;25965	-;-;-	375	0
CRAC_006914-T1	scaffold_15;scaffold_15	26448;26691	26638;27858	+;+	1359	2
CRAC_006915-T1	scaffold_15;scaffold_15	28017;28452	28382;28571	-;-	486	0
CRAC_006916-T1	scaffold_15;scaffold_15;scaffold_15	28959;29031;29415	28983;29368;30194	+;+;+	1143	0
CRAC_006917-T1	scaffold_15;scaffold_15	30400;30462	30419;31545	+;+	1104	2
CRAC_006918-T1	scaffold_15;scaffold_15;scaffold_15	32202;32475;32600	32432;32558;32815	-;-;-	531	2
CRAC_006919-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	33543;33987;34682;34981;35126;35468;35824;36241;36478;36728;36902;37222	33749;34640;34878;35072;35405;35779;36178;36420;36678;36853;37090;37293	-;-;-;-;-;-;-;-;-;-;-;-	2865	0
CRAC_006921-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	37477;40014;40155;41313;41726	39956;40104;41262;41595;41837	-;-;-;-;-	4074	0
CRAC_006920-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	37880;37945;38137;38257;38468	37903;38096;38213;38423;38572	+;+;+;+;+	525	0
CRAC_006922-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15	43946;44193;44487;47675	44039;44433;47619;49393	+;+;+;+	5187	2
CRAC_006923-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	50425;51977;52111;52250;53123;53378;53737;54350;55490;55787	51935;52067;52208;53080;53333;53694;54303;55446;55730;55841	-;-;-;-;-;-;-;-;-;-	5019	0
CRAC_006924-T1	scaffold_15;scaffold_15;scaffold_15	55723;55937;58323	55887;58284;59043	+;+;+	3234	0
CRAC_006924-T2	scaffold_15	56337	59025	+	2689	0
CRAC_006925-T1	scaffold_15;scaffold_15	59147;61451	61399;62077	+;+	2880	0
CRAC_006925-T2	scaffold_15;scaffold_15;scaffold_15	59147;60927;61451	60816;61399;62077	+;+;+	2770	0
CRAC_006926-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	62078;62355;62597;62825;63251;63384;63518;64321	62300;62501;62780;63143;63344;63463;64273;64581	-;-;-;-;-;-;-;-	2064	0
CRAC_006928-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	64636;65584;65710;65887;66041;66464;66577;66685;66821	65535;65659;65843;65997;66412;66535;66629;66758;66897	-;-;-;-;-;-;-;-;-	1869	0
CRAC_006928-T2	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	64636;65710;65887;66041;66464;66577;66685;66821	65659;65843;65997;66412;66535;66629;66758;66897	-;-;-;-;-;-;-;-	1917	0
CRAC_006928-T3	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	64636;65584;65710;65887;66041;66464;66577;66685	65535;65659;65843;65997;66412;66535;66629;66897	-;-;-;-;-;-;-;-	1931	0
CRAC_006928-T4	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	64636;65710;65887;66041;66464;66577;66685	65659;65843;65997;66412;66535;66629;66897	-;-;-;-;-;-;-	1979	0
CRAC_006927-T1	scaffold_15;scaffold_15	64804;65096	65077;65175	+;+	354	0
CRAC_006929-T1	scaffold_15	67000	70189	+	3190	0
CRAC_006930-T1	scaffold_15;scaffold_15;scaffold_15	70435;70670;70924	70607;70884;71441	+;+;+	906	0
CRAC_006931-T1	scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15;scaffold_15	71746;72469;73076;73608;73931;74042;74182	72422;73030;73561;73874;74002;74137;74379	-;-;-;-;-;-;-	2358	0
CRAC_006932-T1	scaffold_15;scaffold_15;scaffold_15	74606;74700;74808	74655;74766;75167	-;-;-	477	0
