# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_lentillifera_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_lentillifera_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_lentillifera_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam
CLENT_006388-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	415798;417072;417507;417706;418164;418478;418676;418897;419049;419371;419556;419744;419947;420342;420664;420854;421047;421250;421396;421671;422018;422162;422791;423000;423199;423682;424006;424059	416915;417450;417661;417850;418421;418632;418837;419004;419313;419517;419705;419901;420108;420606;420810;421000;421204;421351;421499;421856;422112;422736;422940;423152;423580;423960;424015;424062	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6119	1410
CLENT_006389-T1	scaffold_14;scaffold_14	427663;429938	429882;430183	-;-	2466	6870
CLENT_006390-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	430613;431743;431916;432012;432124;432444;432666;432866;432996	431700;431835;431965;432078;432396;432588;432808;432941;433100	-;-;-;-;-;-;-;-;-	2040	15565
CLENT_006391-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	433368;434530;434673;434836	434484;434622;434815;434841	-;-;-;-	1359	61
CLENT_006392-T1	scaffold_14;scaffold_14;scaffold_14	435322;435590;437410	435542;437366;438961	+;+;+	3550	4639
CLENT_006393-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	437155;437398;437586;437779;437917;438108;438221;438568;438738;438964;439164;439291;439484;439756;439913;440337;440458;440703;440892;441150;441243	437346;437540;437733;437871;438066;438168;438516;438696;438915;439123;439251;439440;439710;439870;440290;440409;440652;440842;441108;441205;441602	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3549	276
CLENT_006394-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	441724;441952;442159;442303;442479;442624;442823;443064;443327	441909;442116;442262;442429;442577;442775;443019;443284;444109	+;+;+;+;+;+;+;+;+	2034	832
CLENT_006395-T1	scaffold_14;scaffold_14;scaffold_14	444686;445039;445561	444988;445515;446592	+;+;+	1812	587
CLENT_006396-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	446631;447374;447631;448999	447322;447568;448951;450086	-;-;-;-	3296	917
CLENT_006398-T1	scaffold_14	450295	452161	-	1867	7427
CLENT_006397-T1	scaffold_14;scaffold_14	450319;450917	450857;451097	+;+	720	0
CLENT_006399-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	452147;452630;452836;453024;453227;453394;453529;453656	452585;452777;452981;453186;453352;453486;453613;453729	-;-;-;-;-;-;-;-	1274	411
CLENT_006400-T1	scaffold_14;scaffold_14;scaffold_14	453783;453995;454119	453950;454063;455825	+;+;+	1944	8348
CLENT_006401-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	455816;456149;456328;456500;456696;456786;456933	456096;456287;456451;456653;456744;456888;457277	-;-;-;-;-;-;-	1195	5802
CLENT_006402-T1	scaffold_14;scaffold_14	457354;458222	458174;458381	-;-	981	39418
CLENT_006403-T1	scaffold_14;scaffold_14	458522;459172	459107;459399	-;-	814	4375
CLENT_006404-T1	scaffold_14	459608	462449	-	2842	570
CLENT_006405-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	462885;462963;463072;463193	462921;463021;463146;464038	+;+;+;+	1017	8054
CLENT_006406-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	464214;464929;465210;465762;466271;466550	464883;465171;465711;466217;466500;467361	+;+;+;+;+;+	2913	1360
CLENT_006406-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	464409;464929;465092;465210;465762;466271	464883;465041;465171;465711;466217;467361	+;+;+;+;+;+	2717	0
CLENT_006407-T1	scaffold_14;scaffold_14	467377;467647	467606;468770	+;+	1354	0
CLENT_006407-T2	scaffold_14;scaffold_14;scaffold_14	467377;467647;467843	467606;467789;468770	+;+;+	1301	0
CLENT_006408-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	468846;469078;469174;469396;469677	469042;469130;469348;469629;470102	+;+;+;+;+	1085	850
CLENT_006409-T1	scaffold_14;scaffold_14;scaffold_14	470103;470416;470768	470373;470720;472291	-;-;-	2100	19134
CLENT_006410-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	472320;472406;472497;472584;472708;473106;473295;473547;473797	472364;472452;472530;472667;473058;473249;473506;473748;473865	+;+;+;+;+;+;+;+;+	1188	68
CLENT_006411-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	474188;474454;475084;475355;475663	474415;475036;475312;475616;476040	+;+;+;+;+	1680	2504
CLENT_006412-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	476339;479067;479196;479325	479014;479134;479276;479494	-;-;-;-	2995	13716
CLENT_006413-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	479681;479787;479918;480186	479746;479877;480145;481162	+;+;+;+	1362	25
CLENT_006414-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	481344;481539;481773;482067;482286;482744;483097;484076;484294;484557;484761;484864;485156;485442	481485;481717;482020;482241;482693;483050;484034;484253;484502;484708;484815;485113;485355;485510	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3510	374
CLENT_006415-T1	scaffold_14;scaffold_14;scaffold_14	485860;486138;486697	486084;486650;487145	+;+;+	1187	0
CLENT_006415-T2	scaffold_14;scaffold_14	485873;486138	486084;487096	+;+	1171	0
CLENT_006416-T1	scaffold_14;scaffold_14;scaffold_14	487147;487430;487625	487381;487584;489889	+;+;+	2655	2673
CLENT_006417-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	490150;490276;490398;490564;490761;491320;491577	490225;490349;490523;490714;491278;491531;492942	+;+;+;+;+;+;+	2523	1193
CLENT_006418-T1	scaffold_14;scaffold_14;scaffold_14	493008;493135;495103	493077;494937;495422	+;+;+	2193	5215
CLENT_006419-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	495669;496009;496784;497116;497367	495964;496744;497073;497315;497620	+;+;+;+;+	1776	530
CLENT_006420-T1	scaffold_14	498102	499553	-	1452	9094
CLENT_006421-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	499719;499958;500070;500263	499893;500026;500156;501542	+;+;+;+	1611	29338
CLENT_006422-T1	scaffold_14;scaffold_14	502539;502716	502661;502940	-;-	348	252
CLENT_006423-T1	scaffold_14;scaffold_14	502950;503214	503154;503782	+;+	774	3219
CLENT_006424-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	503995;504207;504341;504464;504657;504807;505058	504166;504283;504416;504571;504761;505003;505609	+;+;+;+;+;+;+	1287	279
CLENT_006425-T1	scaffold_14	507218	508000	-	783	6854
CLENT_006426-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	508398;509455;509667;509912;510139;511400;511693	509400;509620;509862;510093;511353;511640;513347	-;-;-;-;-;-;-	4658	202
CLENT_006426-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	508398;508737;509019;509667;509912;510139;511041;511400;511693	508687;508946;509620;509862;510093;510995;511353;511643;512589	-;-;-;-;-;-;-;-;-	3791	0
CLENT_006427-T1	scaffold_14;scaffold_14;scaffold_14	514007;514556;516589	514512;516547;516940	-;-;-	2850	1062
CLENT_006428-T1	scaffold_14	517170	517802	+	633	97
CLENT_006429-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	519296;519497;519629;519731	519451;519579;519683;520587	+;+;+;+	1151	48
CLENT_006430-T1	scaffold_14;scaffold_14	522191;522302	522261;522956	-;-	726	586
CLENT_006431-T1	scaffold_14;scaffold_14	523209;523833	523792;523911	-;-	663	54
CLENT_006432-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	525456;525517;525624;525802	525472;525581;525756;526054	+;+;+;+	468	9
CLENT_006433-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	530031;531736;531886;531974;532249;532401	531688;531843;531943;532201;532361;532553	+;+;+;+;+;+	2318	985
CLENT_006434-T1	scaffold_14;scaffold_14;scaffold_14	532768;533030;533119	532983;533077;533187	-;-;-	333	1445
CLENT_006435-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	533439;533733;533829;534012;534415;534554;534685;534813;535024	533695;533790;533957;534365;534501;534630;534766;534977;535533	+;+;+;+;+;+;+;+;+	1719	335
CLENT_006436-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	535647;535818;535967;536117;536284;536424	535772;535922;536065;536230;536382;536546	+;+;+;+;+;+	666	89
CLENT_006437-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	536659;536901;537035;537149	536850;536976;537099;537272	+;+;+;+	457	425
CLENT_006438-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	537273;537705;538041;538277	537654;537985;538153;538408	-;-;-;-	908	5239
CLENT_006439-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	538960;539974;540173;540371	539935;540125;540328;540610	-;-;-;-	1524	597
CLENT_006440-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	540850;541007;541242;541416;541537;541749	540960;541198;541373;541490;541692;541895	-;-;-;-;-;-	813	2478
CLENT_006441-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	541910;542616;542851;542984	542568;542801;542931;543169	-;-;-;-	1112	2832
CLENT_006442-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	543229;543411;543556;543751;543949;544092	543369;543512;543704;543908;544046;544151	+;+;+;+;+;+	708	3272
CLENT_006443-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	544191;544548;544781;544999;545168	544497;544729;544938;545119;545671	-;-;-;-;-	1272	2897
CLENT_006444-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	546250;546620;546733;546853;547062;547284	546577;546690;546804;547021;547233;547680	+;+;+;+;+;+	1209	204
CLENT_006445-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	547551;547660;547896;548072	547610;547842;548022;548175	-;-;-;-	474	18997
CLENT_006446-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	548266;548630;548790;549303	548590;548742;549255;549451	-;-;-;-	1053	1
CLENT_006446-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14	548266;548790;549148;549303	548742;549105;549255;549441	-;-;-;-	1040	0
CLENT_006447-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	549967;550312;550540;550728;550987;551120	550271;550494;550687;550943;551073;551164	-;-;-;-;-;-	984	711
CLENT_006448-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	551365;551457;551596;551792;552288	551412;551546;551751;552244;552458	+;+;+;+;+	918	3917
CLENT_006449-T1	scaffold_14	552760	558184	+	5425	0
CLENT_006449-T2	scaffold_14;scaffold_14	552760;552893	552844;558184	+;+	5377	0
CLENT_006450-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	557677;558980;559344;559682;559839	558929;559292;559631;559764;560544	-;-;-;-;-	2643	17
CLENT_006451-T1	scaffold_14;scaffold_14	560773;561947	561894;562042	-;-	1218	4427
CLENT_006452-T1	scaffold_14	562184	564965	+	2782	6226
CLENT_006453-T1	scaffold_14;scaffold_14	566701;567032	566968;567339	-;-	576	1068
CLENT_006454-T1	scaffold_14	567410	568348	+	939	7898
CLENT_006455-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	568504;568926;569091;569301;569550;569715	568881;569049;569256;569506;569668;570624	+;+;+;+;+;+	1903	44
CLENT_006455-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	568574;569091;569301;569550;569715	569049;569256;569506;569668;570165	+;+;+;+;+	1418	0
CLENT_006456-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	573224;573404;573629;574008;574611	573355;573572;573944;574560;575402	+;+;+;+;+	1962	3877
CLENT_006457-T1	scaffold_14;scaffold_14	575423;576805	576737;577087	-;-	1598	9546
CLENT_006458-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	577175;577695;577965;578174;578314;578524;578718;578845;579014	577650;577912;578126;578269;578472;578677;578794;578967;579068	-;-;-;-;-;-;-;-;-	1520	0
CLENT_006458-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	577175;577965;578174;578314;578524;578718;578845;579014	577912;578126;578269;578472;578677;578794;578967;579068	-;-;-;-;-;-;-;-	1564	0
CLENT_006458-T3	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	577175;577695;577965;578314;578524;578718;578845;579014	577650;577912;578269;578472;578677;578794;578967;579068	-;-;-;-;-;-;-;-	1567	0
CLENT_006459-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	579342;579691;579840;580011;580215;580462	579638;579794;579963;580167;580406;580864	+;+;+;+;+;+	1277	13812
CLENT_006460-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	580864;581049;581246;581540;581674;581799;581976;582459;583232;583447;583535	580997;581194;581492;581625;581753;581935;582412;583187;583396;583482;583706	-;-;-;-;-;-;-;-;-;-;-	2369	2729
CLENT_006461-T1	scaffold_14;scaffold_14;scaffold_14	584059;584630;584951	584579;584905;585158	+;+;+	1005	19695
CLENT_006462-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	585458;585605;585768;585990;586202;586334	585555;585714;585939;586156;586286;586460	+;+;+;+;+;+	759	542
CLENT_006463-T1	scaffold_14;scaffold_14	586591;587172	587129;587322	-;-	690	6
CLENT_006464-T1	scaffold_14	588155	589240	+	1086	7076
CLENT_006465-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	589479;589920;590071;590370;590508;590628;590709	589880;590025;590317;590448;590581;590664;590726	-;-;-;-;-;-;-	963	4735
CLENT_006466-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	590820;591155;591273;592659	591104;591226;592608;592735	-;-;-;-	1770	5577
CLENT_006467-T1	scaffold_14;scaffold_14;scaffold_14	593466;593719;594041	593667;593991;594432	-;-;-	867	86314
CLENT_006468-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	595030;595129;595233;595369;595557;595749;595887;596003;596226;596490;596654;596915;597143;597377;597543;597780;597947;598151;598285	595083;595188;595343;595515;595703;595832;595946;596168;596446;596606;596853;597086;597310;597496;597734;597899;598105;598241;598295	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2400	2589
CLENT_006469-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	598349;598552;598762;598916;599090;599470;599881;601152;601291;601406	598509;598717;598871;599048;599402;599686;601108;601243;601360;601787	+;+;+;+;+;+;+;+;+;+	2872	114
CLENT_006470-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	601653;602003;602652;603049	601954;602604;602990;603133	-;-;-;-	1328	29850
CLENT_006471-T1	scaffold_14;scaffold_14	603278;603539	603500;604575	+;+	1260	2
CLENT_006471-T2	scaffold_14	603290	604570	+	1281	0
CLENT_006472-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	608982;609296;609534;610151;610247;610381;610473	609252;609479;610102;610203;610327;610431;610502	-;-;-;-;-;-;-	1239	1158
CLENT_006473-T1	scaffold_14	610580	611191	-	612	935
CLENT_006474-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	611799;612811;613074;613383;613547;613805;613930;614044	612766;613025;613277;613459;613753;613851;613978;614103	-;-;-;-;-;-;-;-	1827	3322
CLENT_006475-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	614453;614575;614707;614875;614989;615122;615281	614513;614657;614823;614942;615069;615229;615392	-;-;-;-;-;-;-	630	162
CLENT_006476-T1	scaffold_14	616256	616558	-	303	18197
CLENT_006477-T1	scaffold_14;scaffold_14	617720;618285	618236;618514	-;-	747	22917
CLENT_006478-T1	scaffold_14	618604	619191	+	588	2317
CLENT_006479-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	619579;619763;619871;620162;620414	619716;619818;620110;620362;620549	+;+;+;+;+	771	6503
CLENT_006480-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	620604;620895;621709;622194	620847;621664;622146;622757	-;-;-;-	2016	5914
CLENT_006481-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	622881;623080;623937;624634	623030;623882;624590;625487	+;+;+;+	2461	1947
CLENT_006482-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	624833;625548;625680;625824	625487;625635;625762;626062	-;-;-;-	1065	182
CLENT_006483-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	626560;627050;627218;627332;627568;627699;628012;628181;628373	626994;627172;627290;627517;627657;627960;628126;628331;629200	+;+;+;+;+;+;+;+;+	2263	0
CLENT_006483-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	626560;627050;627218;627332;627568;627699;628012;628181;628388	626994;627172;627290;627517;627657;627960;628126;628331;629200	+;+;+;+;+;+;+;+;+	2248	0
CLENT_006484-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	628527;628722;628882;628997;629120;629266;629347	628670;628837;628958;629067;629231;629300;629445	-;-;-;-;-;-;-	654	1
CLENT_006485-T1	scaffold_14;scaffold_14	629754;629904	629855;630431	+;+	630	230
CLENT_006486-T1	scaffold_14;scaffold_14;scaffold_14	630782;630964;631137	630920;631066;632406	+;+;+	1512	12481
CLENT_006487-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	633783;633833;633960;634056;634231	633791;633913;634011;634186;634590	+;+;+;+;+	633	1229
CLENT_006488-T1	scaffold_14;scaffold_14	634721;635078	634963;636804	+;+	1970	13165
CLENT_006489-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	637177;637338;637455;637630;637807;638115;638475;638760;639450;639692	637276;637409;637553;637739;638069;638433;638714;639402;639638;639948	+;+;+;+;+;+;+;+;+;+	2292	4602
CLENT_006490-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	639950;640227;640322;640579;640750;641415;641594;641871;642072;642410;643171;643305;643713;643809;643939;644065	640168;640264;640525;640705;641368;641544;641803;642023;642352;643115;643257;643662;643763;643894;644016;644121	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3404	0
CLENT_006490-T2	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	639950;640322;640579;640750;641415;641594;641871;642072;642410;643171;643305;643713;643809;643939;644065	640264;640525;640705;641368;641544;641803;642023;642352;643115;643257;643662;643763;643894;644016;644121	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3462	0
CLENT_006491-T1	scaffold_14;scaffold_14	644252;646349	646302;646635	-;-	2338	12106
CLENT_006492-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	646948;647464;647778;647949;648211;648486	647421;647733;647893;648168;648439;649493	+;+;+;+;+;+	2317	4608
CLENT_006493-T1	scaffold_14	650997	651671	-	675	13029
CLENT_006494-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14	652673;652909;653103;653327	652855;653052;653253;654015	+;+;+;+	1167	4701
CLENT_006495-T1	scaffold_14;scaffold_14;scaffold_14	654289;654417;654640	654376;654592;655107	-;-;-	732	1248
CLENT_006496-T1	scaffold_14	655285	657468	-	2184	3229
CLENT_006497-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	657667;657823;658122;658259;658626;658883;659074	657780;658081;658216;658597;658838;659032;659445	+;+;+;+;+;+;+	1542	444
CLENT_006498-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	659571;659761;659988;660154;660313;660563	659719;659943;660114;660270;660519;660715	-;-;-;-;-;-	936	500
CLENT_006499-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	662168;662213;662409;662563;662708	662174;662359;662510;662661;662835	+;+;+;+;+	483	103
CLENT_006500-T1	scaffold_14;scaffold_14;scaffold_14;scaffold_14;scaffold_14	662513;665068;665287;665816;666122	665019;665244;665462;666056;666287	-;-;-;-;-	3267	18093
CLENT_006501-T1	scaffold_14;scaffold_14;scaffold_14	666527;666749;666879	666704;666831;668648	+;+;+	2031	2085
